county,state,season,report_num,latitude,longitude,date,number,classification,temp_hi,temp_lo,id
Humboldt County,California,Fall,Report 7452: Campers Hear Unusual Evening Sounds,41.23528,-123.6581,2003,7452,Class B,51.63,49.66,6
Humboldt County,California,Summer,Report 13362: Possible vocalizations near Bluff Creek,41.25,-123.6667,2005,13362,Class B,80.58,65.31,6
Humboldt County,California,Summer,Report 369: Possible vocalizations heard by backcountry hikers in Redwoods National Park,41.16,-123.9,2006,369,Class B,65.92,59.01,6
Humboldt County,California,Summer,Report 15652: Possible vocalizations heard in Humboldt State Redwoods,40.3,-124.2,2006,15652,Class B,75.14,64.03,6
Humboldt County,California,Fall,Report 16342: Possible sighting by motorist beside Highway 101 between Orick and Trinidad,41.21385,-124.0687,2006,16342,Class A,76.99,58.65,6
Humboldt County,California,Summer,"Report 23811: Campers hear multiple, pre-dawn vocalizations in Humboldt Redwoods State Park",40.35259,-124.0101,2007,23811,Class B,77.66,63.49,6
Humboldt County,California,Fall,Report 63645: Mattole River Watershed (Lost Coast region) resident reporting loud knocks and vocalizations.,40.01142,-123.9122,2019,63645,Class B,66.62,57.685,6
Humboldt County,California,Winter,Report 67556: Possible night sighting by motorist on Hwy 101 six miles south of Garberville,40.03527,-123.7876,2021,67556,Class B,57.16,47.815,6
Humboldt County,California,Spring,"Report 69315: Possible ""Ohio howls"" heard on Hoopa Indian Reservation",41.0312,-123.669,2021,69315,Class B,66.99,55.695,6
Inyo County,California,Summer,Report 8487: Hiking boy has close encounter in High Sierra,37.5703,-118.972,1972,8487,Class A,NA,NA,6
Inyo County,California,Spring,"Report 21684: Man describes childhood incident, a possible approach at Seven Lakes",37.15889,-118.3743,1980,21684,Class B,75.58,NA,6
Inyo County,California,Summer,Report 67480: Camper's encounter with a Bigfoot outside tent in North Lake Campground near Bishop,37.22716,-118.6271,1991,67480,Class A,76.14,55.595,6
Inyo County,California,Winter,Report 25266: Two men recall a nighttime face to face encounter on lonely Hwy. 395,36.79165,-118.125,2009,25266,Class A,67.66,57.29,6
Inyo County,California,Fall,Report 62169: Couple experience large rock thrown and possible bluff charge in Inyo National Forest,37.17004,-118.5391,2018,62169,Class B,44.16,32.74,6
Kern County,California,Summer,Report 1036: Camper experiences unusual early morning scream near Kernville,35.75472,-118.4244,1994,1036,Class B,NA,NA,6
Kern County,California,Fall,"Report 5251: Hunters hear, and possibly see, a strange creature near Lake Isabella",35.56805,-118.6078,2002,5251,Class B,58.11,49.415,6
Kern County,California,Fall,Report 5294: Forest Service employees see big footprints near Lake Isabella,35.51222,-118.3356,2002,5294,Class B,58.97,46.39,6
Kern County,California,Summer,Report 6854: Deer hunter finds possible footprints on Mt. Breckenridge,35.44986,-118.5821,2003,6854,Class B,77.25,60.87,6
Kern County,California,Fall,Report 22598: Possible vocalizations heard outside Inyokern,35.7,-117.9667,2008,22598,Class B,39.37,32.4,6
Kern County,California,Spring,Report 25492: Young man and his Aunt & Uncle observe large tracks just below their horse pasture in Tehachapi (w/photos),35.17748,-118.625,2009,25492,Class B,47.4,42.44,6
Kern County,California,Winter,Report 27844: Two young men hiking outside Tehachapi come across possible tracks,35.12931,-118.3302,2010,27844,Class B,63.98,55.715,6
Lassen County,California,Spring,Report 15039: Possible vocalizations heard by resident near Lassen National Forest,40.43298,-120.7413,2005,15039,Class B,91.83,72.04,6
Los Angeles County,California,Fall,Report 15013: Possible growling at hikers near the San Gabriel Wilderness,34.2802,-117.8333,2006,15013,Class B,86.42,73.57,6
Los Angeles County,California,Spring,Report 14953: Possible intimidation in the late afternoon reported by hikers in the Big Tujunga Canyon area.,34.25,-118.225,2006,14953,Class B,73.51,66.265,6
Los Angeles County,California,Summer,Report 21674: Man describes incident in teen years: Daylight encounter by two young men in the Green Valley area,34.6167,-118.4333,2007,21674,Class A,69.09,57.565,6
Los Angeles County,California,Unknown,Report 27177: Man remembers sighting while driving on a lonely dark two-lane road near Gorman,34.76666,-118.5834,2010,27177,Class A,40.38,36.36,6
Los Angeles County,California,Winter,Report 27687: Possible tracks found in snow and mud on family property many years ago near Lake Hughes,34.66363,-118.4538,2010,27687,Class B,76.91,62.87,6
Mariposa County,California,Spring,Report 13287: Possible BF-related incidents around a home near Guadalupe Pass,37.4583,-120.0833,1971,13287,Class B,NA,NA,6
Mariposa County,California,Summer,Report 4947: Man sees unusual stacked rocks in Yosemite,37.69639,-119.4275,1992,4947,Class B,NA,NA,6
Mendocino County,California,Summer,Report 8059: Teenagers have sighting of two creatures near Albion,39.22361,-123.7675,1966,8059,Class A,NA,NA,6
Mendocino County,California,Summer,Report 7860: Hunter has daytime sighting near Dos Rios,39.68833,-123.4817,1974,7860,Class A,NA,NA,6
Mendocino County,California,Summer,Report 4886: Two men hear afternoon vocalization near Fort Bragg,39.44583,-123.8042,1985,4886,Class B,57.46,54.585,6
Mendocino County,California,Summer,Report 6521: Woman hears late night scream and has close encounter near Laytonville,39.68833,-123.4817,1987,6521,Class A,NA,NA,6
Mendocino County,California,Winter,Report 10279: Family hears unusual calls,39.25,-123.15,2004,10279,Class B,52.37,48.6,6
Mendocino County,California,Spring,Report 8735: Hikers Find Multiple Tracks Near Covelo,39.83,-123.115,2004,8735,Class B,71.03,56.825,6
Mendocino County,California,Fall,Report 15782: Possible intimidation/interaction heard by couple on two occasions in route to Fort Bragg,39.06583,-123.4439,2005,15782,Class B,74.17,63.605,6
Mendocino County,California,Winter,Report 22500: Paranormal investigator describes encounter near Covelo,39.83929,-123.2393,2007,22500,Class A,44.39,38.87,6
Mendocino County,California,Summer,Report 24146: Man Has Face to Face Encounter Outside of Willits,39.51489,-123.3899,2008,24146,Class A,104.57,82.17,6
Modoc County,California,Winter,Report 97: Hunter sees footprints near Alturas,41.72278,-120.3292,1992,97,Class B,74.28,58.255,6
Modoc County,California,Spring,Report 2255: Woman hears late night howl near Alturas,41.48722,-120.5414,2001,2255,Class B,60.82,42.83,6
Mono County,California,Summer,Report 1510: Brothers have early evening sighting near Lee Vining,38.04806,-119.2642,1977,1510,Class A,NA,NA,6
Mono County,California,Summer,"Report 13613: Hikers find footprints, hear sounds, etc., near Leavitt Meadows",38.29165,-119.54,1980,13613,Class B,NA,NA,6
Mono County,California,Spring,Report 2942: Brothers hear late night howl in Mammoth Lakes,37.65028,-118.9592,2001,2942,Class B,NA,NA,6
Mono County,California,Spring,Report 3105: Campers hear late night scream near Mammoth Lakes,37.78861,-119.0736,2001,3105,Class B,NA,NA,6
Mono County,California,Summer,Report 12383: Hiking family has daytime encounter in Sierra,38.3068,-119.5483,2005,12383,Class A,75.09,63.165,6
Mono County,California,Spring,Report 15855: Daylight sighting by motorist near Laurel Canyon in the Mammoth Lakes area,37.58325,-118.9166,2006,15855,Class A,71.76,55.535,6
Mono County,California,Summer,Report 20594: Campers hear possible whoop-howls near Yosemite (Sawmill campground),37.90613,-119.2481,2007,20594,Class B,73.15,60.965,6
Mono County,California,Summer,"Report 20306: Young man claims possible sighting at night near Lake Mary, outside Mammoth",37.5999,-119,2007,20306,Class B,57.7,45.16,6
Mono County,California,Summer,Report 23319: Father and son come across two sets of tracks while hunting near Benton.,37.76666,-118.5333,2008,23319,Class B,52.02,42.725,6
Mono County,California,Spring,"Report 23768: Brief, blurry video footage of a possible sasquatch at Mono Lake",37.9333,-119,2008,23768,Class A,85.84,72.545,6
Mono County,California,Fall,Report 24743: Camper has a possible close encounter west of Mono Lake,38.04165,-119.2167,2008,24743,Class B,63.26,51.48,6
Mono County,California,Summer,Report 27966: Possible howl heard by three family members while on vacation at June Lake,37.79337,-119.118,2010,27966,Class B,74.32,62.37,6
Mono County,California,Fall,Report 49896: Possible encounter at night by hunters camping at Virginia Lakes,38.04679,-119.2654,2015,49896,Class B,51.16,39.94,6
Mono County,California,Summer,Report 65849: Possible sighting at Mono Lake at Sunrise,37.97761,-119.1291,2020,65849,Class B,83.75,69.885,6
Monterey County,California,Summer,Report 12292: Daylight sighting by hikers in Ventana Wilderness,36.3779,-121.7146,1986,12292,Class A,60.9,52.41,6
Monterey County,California,Spring,Report 7334: Daytime sightings by Forest Service employee near Arroyo Seco,36.2485,-121.495,1993,7334,Class A,54.32,46.46,6
Nevada County,California,Spring,Report 3421: Family has unusual experience outside Grass Valley,39.21278,-120.8908,1978,3421,Class A,73.41,65.43,6
Nevada County,California,Summer,Report 3424: Couple see large footprint near Emigrant Gap,39.30056,-120.6672,1984,3424,Class B,77.15,66.935,6
Nevada County,California,Summer,Report 16550: Solo camper's late night encounter outside Truckee,39.41546,-120.4187,1986,16550,Class B,77.69,65.53,6
Nevada County,California,Fall,Report 12649: Man recalls daytime sighting in a canyon outside Nevada City,39.25396,-121.0517,1987,12649,Class A,76.45,61.85,6
Nevada County,California,Fall,Report 14407: Daylight sighting by camper 7-8 northwest of Independence Lake,39.50435,-120.3784,1993,14407,Class A,72.61,58.85,6
Nevada County,California,Summer,Report 4885: Chicken pens being raided by unknown thief near Nevada City,39.26167,-121.015,2002,4885,Class B,90.74,76.625,6
Nevada County,California,Winter,Report 8026: Child has daytime sighting near Grass Valley,39.21667,-120.8983,2003,8026,Class B,56.53,49.77,6
Nevada County,California,Winter,Report 7804: Family has two late night sightings near Nevada City,39.26361,-121.0161,2004,7804,Class A,41.99,35.54,6
Nevada County,California,Summer,Report 9555: Retired Law Enforcement Officer Has Daytime Sighting,39.31917,-120.3275,2004,9555,Class A,70.63,59.575,6
Nevada County,California,Summer,Report 15174: Campers report possible approach in Malakoff Historical State Park,39.374,-120.914,2006,15174,Class B,90.71,77.51,6
Placer County,California,Fall,Report 2326: A camper hears strange late night howls near Foresthill,39.02028,-120.8169,1998,2326,Class B,80.21,74.815,6
Placer County,California,Summer,Report 502: Three people report screams near Foresthill,39.01917,-120.8275,2000,502,Class B,84.1,76.63,6
Placer County,California,Fall,Report 7331: Fisherman hears late night scream near French Meadows Reservoir,39.11167,-120.4683,2003,7331,Class B,70.03,59.29,6
Placer County,California,Fall,Report 21808: Possible sighting by family walking their dog near Auburn,38.95285,-121.0479,2007,21808,Class B,74.74,64.085,6
Plumas County,California,Unknown,Report 65862: Night time sighting by motorist in Feather River Canyon near Hwy 70 & 89 intersection.,40.03728,-120.9851,1992,65862,Class A,NA,NA,6
Plumas County,California,Summer,Report 65566: Stalking of Forest Service worker on Pacific Crest Trail outside Quincy,39.80825,-121.0456,1995,65566,Class B,NA,NA,6
Plumas County,California,Summer,Report 2037: Man has interesting experiences outside of La Porte,39.94278,-121.0158,1997,2037,Class B,NA,NA,6
Calaveras County,California,Fall,Report 629: Hunter locates large footprints near Railroad Flats,38.30056,-120.7053,1968,629,Class B,NA,NA,6
Amador County,California,Fall,Report 28432: Motorists have sighting along Highway 88 north of Clements,38.25,-121,2010,28432,Class A,64.96,54.68,6
Teller County,Colorado,Summer,Report 10533: Hikers have daylight sighting west of Pikes Peak,38.826,-105.1146,1977,10533,Class A,83.89,68.08,8
San Juan County,Colorado,Spring,Report 15630: Miner reports pre-dawn road crossing near Silverton,37.83905,-107.7247,1989,15630,Class A,NA,NA,8
Rio Blanco County,Colorado,Fall,Report 13699: Possible knocks heard near the Flat Tops Wilderness area of White River National Forest,40.00385,-107.4381,2005,13699,Class B,60.44,47.845,8
Park County,Colorado,Summer,Report 1369: faint groaning and growling vocalizations heard.,39.40305,-105.8226,1998,1369,Class B,73.88,56.795,8
Park County,Colorado,Fall,Report 1237: While standing on the deck of vacation home man hears eerie human-like calls,38.93333,-105.4917,2000,1237,Class B,NA,NA,8
Park County,Colorado,Summer,"Report 529: Couple hears strange cry, finds big footprints in Pike National Forest near Fairplay",39.2026,-106.1143,2000,529,Class B,53.92,44.015,8
Park County,Colorado,Spring,Report 2493: Family startled by overpowering cries near their rural home,38.9,-105.3812,2001,2493,Class B,67.62,NA,8
Park County,Colorado,Fall,Report 3112: UK Gypsies vacate Colorado campsite after encounter with 7' creature,39.20834,-106.0417,2001,3112,Class B,59.79,46.6,8
Park County,Colorado,Summer,Report 4897: Family finds and hears compelling evidence near Leadville,39.3045,-106.171,2002,4897,Class B,62.95,48.74,8
Park County,Colorado,Winter,"Report 22801: Further apparent corroboration of multiple-witness, winter, nighttime, road-crossing near Kenosha Pass",39.39565,-105.7854,2002,22801,Class A,44.18,33.25,8
Park County,Colorado,Spring,Report 35596: Early evening sighting by two women hiking in Bailey,39.40589,-105.475,2012,35596,Class A,68.6,56.415,8
Park County,Colorado,Spring,"Report 64064: Camper hears Sierra-type whoops and knocking near Lost Creek Wilderness, 35mi SW of Denver",39.30023,-105.6723,2014,64064,Class B,66.26,51.865,8
Park County,Colorado,Fall,Report 46795: Hunter experiences night-time rock-throwing and possible vocalizations while camping near Hartsel,38.77741,-105.9111,2014,46795,Class B,38.76,32.14,8
Park County,Colorado,Summer,Report 60877: Mother and daughter have a scary daytime encounter while hiking on North Twin Cone,39.4191,-105.7065,2018,60877,Class B,61.69,51.21,8
Pitkin County,Colorado,Summer,Report 470: Late night sighting by backpacker near Crater Lake,39.1084,-107.0153,2000,470,Class A,67.48,53.09,8
Pitkin County,Colorado,Spring,"Report 3653: Daytime sighting by hiker, off West Sopris Creek Road",39.3375,-107.0671,2001,3653,Class A,46.26,37.9,8
Pitkin County,Colorado,Fall,"Report 7036: Elk hunter trailed by large biped in twilight, finds tracks the next day",39.45824,-106.625,2003,7036,Class A,59.46,38.61,8
Routt County,Colorado,Fall,Report 12576: Elk hunters find series of tracks in Mt. Zirkel Wilderness,40.55415,-106.7084,1978,12576,Class B,NA,NA,8
Routt County,Colorado,Winter,Report 16661: Possible tracks found by snowshoers near Steamboat Springs,40.4805,-106.7682,2004,16661,Class B,35.8,29.895,8
Routt County,Colorado,Fall,Report 23305: Hunter hears loud vocalization and is nearly trampled by a spooked Elk north of Burns,39.879,-106.6735,2005,23305,Class B,58.17,49.495,8
San Juan County,Colorado,Summer,Report 1374: Creature observed running on hind legs,37.75417,-107.7667,1998,1374,Class A,63.56,NA,8
San Juan County,Colorado,Summer,Report 32905: Hiker has a possible daytime sighting near Crater Lake,37.70338,-107.7015,2008,32905,Class A,58.94,47.935,8
Summit County,Colorado,Summer,Report 15588: Daytime sighting of white creature near Dillon,39.7198,-106.1666,1971,15588,Class A,NA,NA,8
Summit County,Colorado,Fall,Report 3652: Driver has daylight sighting off CO 91 between Copper Mtn. and Leadville,39.32385,-106.2275,1998,3652,Class A,61.25,45.94,8
Summit County,Colorado,Summer,"Report 42602: Backpackers hear growls, knocking and observe two large, hairy bipeds at Surprise Lake",39.80777,-106.3023,2012,42602,Class A,70.91,54.825,8
Summit County,Colorado,Summer,Report 63153: Daylight sighting by hikers at Mayflower Gulch outside Leadville,39.41087,-106.1444,2019,63153,Class A,59.08,49.675,8
Teller County,Colorado,Fall,Report 13441: Woman describes night time sighting during childhood in the Pike National Forest,39.0465,-105.2146,1979,13441,Class A,83.86,NA,8
Teller County,Colorado,Unknown,Report 1376: Man sees large creature while working the late shift at a mine.,38.753,-105.1598,1981,1376,Class A,32.62,21.38,8
Teller County,Colorado,Fall,Report 1375: fresh set of tracks found in the snow.,38.71225,-105.1744,1986,1375,Class B,59.04,48.15,8
Teller County,Colorado,Fall,Report 25552: Multiple Tracks Found at Florissant Fossil Beds National Monument,38.91,-105.275,1997,25552,Class B,NA,NA,8
Teller County,Colorado,Fall,Report 819: Sightings by hunting guide in Pike National Forest,38.8922,-105.1058,1999,819,Class A,62.97,47.27,8
Teller County,Colorado,Winter,"Report 3588: Hunting party hears vocalization, wood knocks; finds elk carcass, off Gold Camp Road near Victor, in Pike Nat'l Forest",38.71145,-105.0354,2001,3588,Class B,60.52,47.16,8
Teller County,Colorado,Summer,Report 5493: Young camper has early morning encounter.,39.11636,-105.2155,2005,5493,Class A,47.11,38.37,8
Teller County,Colorado,Summer,Report 41935: Couple observe a large dark figure as it watches fishermen at Skaguay Reservoir near Victor,38.68775,-105.047,2013,41935,Class B,75.64,64.975,8
Alameda County,California,Spring,Report 62497: Night time sighting by two witnesses four miles south of Livermore,37.62124,-121.7587,1990,62497,Class A,68.67,58.02,6
Alpine County,California,Fall,Report 5104: Hunters are intimidated out of their hunting ground near Bear Valley,38.46472,-120.0389,1982,5104,Class B,50.44,NA,6
Alpine County,California,Summer,Report 7336: Runner Hears Unusual Whistle Near Woodsford,38.77778,-119.8208,1983,7336,Class B,63.08,NA,6
Alpine County,California,Fall,Report 8463: Fisherman hears afternoon scream at Lake Alpine,38.4775,-120.0047,2001,8463,Class B,53.77,38.29,6
Alpine County,California,Summer,Report 5791: Campers hear late night scream near Woodfords,38.77778,-119.8208,2002,5791,Class B,86.69,68.49,6
Alpine County,California,Fall,Report 9898: Family finds trackway near Bear Valley,38.45799,-120.0491,2004,9898,Class B,42.89,33.165,6
Alpine County,California,Fall,Report 12818: Hiker leaves main trail and finds two sets of footprints,38.6167,-119.9501,2005,12818,Class B,41.9,37.165,6
Alpine County,California,Fall,Report 39181: Deer hunter has sighting in Sierra Nevada Mtns south of Markleeville,38.51665,-119.6234,2012,39181,Class A,64.52,55.92,6
Butte County,California,Fall,Report 26850: Forestry Worker Observes a Sasquatch in Clear-Cut Near Feather River,39.705,-121.18,1993,26850,Class A,NA,NA,6
Butte County,California,Summer,"Report 4917: Campers hear late night ""banging"" near Oroville",39.64306,-121.2733,2002,4917,Class B,75.18,60.195,6
Butte County,California,Summer,"Report 8896: At dusk, swimmers hear vocalizations and whistles near Lake Oroville",39.53722,-121.4822,2004,8896,Class B,91.36,76.205,6
Butte County,California,Summer,Report 9368: Photographer hears early morning vocalizations near Lake Oroville,39.55249,-121.5027,2004,9368,Class B,82.35,65.68,6
Calaveras County,California,Summer,Report 4366: Hikers have late night experience near Spicer,38.45861,-120.0397,1977,4366,Class B,75.67,NA,6
Calaveras County,California,Winter,Report 5477: Teenager has a nighttime close encounter and then sees tracks in the snow in Avery,38.20444,-120.3689,1978,5477,Class B,NA,NA,6
Calaveras County,California,Summer,Report 431: Sound and Footprint Reports from Stanislaus National Forest,38.14167,-119.7111,1981,431,Class B,NA,NA,6
Calaveras County,California,Fall,Report 6160: Group of hunters have unusual experience near Dorrington,38.31944,-120.2603,1990,6160,Class B,NA,NA,6
Calaveras County,California,Summer,Report 3021: Campers hear early morning screams near Calaveras Big Trees,38.27194,-120.2867,2001,3021,Class B,NA,NA,6
Calaveras County,California,Summer,Report 8226: Campers hear late night screams near Arnold,38.25472,-120.3536,2003,8226,Class B,79.57,66.185,6
Calaveras County,California,Summer,Report 9051: Family hears strange sounds near West Point at dusk,38.39917,-120.5264,2004,9051,Class B,94.92,79.665,6
Del Norte County,California,Fall,Report 5260: Family sees prints near Crescent City,41.75611,-124.2006,1975,5260,Class B,61.1,54.62,6
Del Norte County,California,Winter,Report 12917: Vehicle passenger's daylight sighting near Hiouchi,41.65,-123.85,1979,12917,Class A,59.66,56.6,6
Del Norte County,California,Fall,Report 62496: Possible whistles and stalking outside Gasquet and Patrick Creek,41.85526,-123.8435,1997,62496,Class B,57.63,NA,6
Del Norte County,California,Spring,Report 1578: Screams heard several times over a period of four days.,41.8607,-123.793,1998,1578,Class B,51.08,NA,6
Del Norte County,California,Fall,Report 24929: Husband and wife have a possible encounter in a KOA campground north of Crescent City,41.84998,-124.1417,2009,24929,Class B,52.14,47.97,6
Del Norte County,California,Winter,Report 63033: 1AM sighting of a Bigfoot on Hwy 199 near Patrick Creek,41.89288,-123.7879,2019,63033,Class A,67.13,53.55,6
El Dorado County,California,Winter,Report 6746: Man has sighting after massive landslide on Highway 50,38.93333,-119.9833,1983,6746,Class A,42.12,NA,6
El Dorado County,California,Spring,Report 1055: Two hikers have morning sighting in the Desolation Wilderness,38.86,-120.1358,1993,1055,Class A,34.7,NA,6
El Dorado County,California,Spring,Report 919: Car passenger has nighttime sighting near Lake Tahoe,38.93333,-119.9833,1996,919,Class A,52.04,37.985,6
El Dorado County,California,Summer,Report 147: Sound reports from resident in South Lake Tahoe,38.93333,-119.9833,2000,147,Class A,87.97,64.875,6
El Dorado County,California,Summer,Report 913: Hikers see creature in Desolation Wilderness,38.93,-120.205,2000,913,Class A,69.21,51.32,6
El Dorado County,California,Summer,Report 6130: Hikers hear strange screams in the Desolation Wilderness,38.99778,-120.2392,2000,6130,Class B,76.95,58.955,6
El Dorado County,California,Summer,Report 3822: Campers hear nighttime vocalizations at Sugar Pine Campground on the west side of Lake Tahoe,38.9575,-120.0914,2000,3822,Class B,90.21,72.28,6
El Dorado County,California,Fall,Report 353: Night sighting by two motorists near Lake Tahoe,38.9575,-120.0914,2000,353,Class A,64.52,44.145,6
El Dorado County,California,Summer,"Report 3794: Campers hear more nighttime vocalizations at Sugar Pine Campground, on the west side of Lake Tahoe",38.9575,-120.0914,2001,3794,Class B,79.67,58.885,6
El Dorado County,California,Fall,"Report 11948: Quad riders find fresh footprints, encounter overwhelming stench near Stumpy Meadows",38.91185,-120.5764,2002,11948,Class B,71.56,60.3,6
El Dorado County,California,Summer,Report 6639: Couple have night sighting near Lake Tahoe,38.85556,-120.0133,2003,6639,Class A,83.43,70.63,6
El Dorado County,California,Summer,Report 6868: Campers hear late night screams near Pollack Pines,38.76139,-120.5856,2003,6868,Class B,91.24,76.205,6
El Dorado County,California,Fall,Report 8595: Man has early morning sighting near Sly Park,38.72139,-120.5836,2003,8595,Class A,92.39,77.83,6
El Dorado County,California,Summer,"Report 8650: Brothers hear unusual, late-night vocalizations near Sly Park",38.71806,-120.5619,2004,8650,Class B,58.15,49.76,6
El Dorado County,California,Winter,Report 11656: Couple Has Early Evening Encounter Near Stumpy Meadow Reservoir,38.90333,-120.6033,2004,11656,Class A,58.25,48.965,6
El Dorado County,California,Spring,Report 11837: Man sees and photographs large print on shore of Lake Tahoe,38.96,-120.0969,2005,11837,Class B,45.75,40.535,6
El Dorado County,California,Summer,Report 15821: Backpacker's moonlit encounter near the trail from Wright's Lake to Enchanted Pools,38.86165,-120.2201,2005,15821,Class A,75.45,62.795,6
El Dorado County,California,Summer,Report 12518: Fisherman has an evening encounter with two upright figures near Stumpy Meadows Lake,38.9037,-120.6049,2005,12518,Class B,87.64,74.015,6
El Dorado County,California,Summer,Report 15344: Possible vocalizations heard near Lake Tahoe,39.0833,-120.1666,2006,15344,Class B,48.83,44.77,6
El Dorado County,California,Summer,Report 21165: Possible brief daylight sighting by a U.S. Forest Service botonist outside Phillips,38.80435,-120.0825,2007,21165,Class B,76.42,65.075,6
El Dorado County,California,Summer,Report 26258: Nightime sighting by a couple along a main highway between South Lake Tahoe and Placerville,38.79998,-120.2083,2009,26258,Class A,78.71,66.785,6
El Dorado County,California,Summer,Report 47165: Two campers take photos of what they see in the trees in the El Dorado National Forest,38.77386,-120.4036,2014,47165,Class B,87.88,76.955,6
Fresno County,California,Summer,Report 4929: Teenager hears unusual daytime vocalization near Courtright Reservoir,37.07944,-118.9689,1981,4929,Class B,NA,NA,6
Fresno County,California,Summer,"Report 3605: Three teenagers hear vocalizations at dusk, while fishing in Doris Lake in John Muir Wilderness",37.33694,-119.0139,1984,3605,Class B,NA,NA,6
Fresno County,California,Summer,Report 11897: Three young adults encounter large aggressive biped while fishing the San Joaquin River,36.7818,-120.201,1991,11897,Class A,76.29,68.83,6
Fresno County,California,Fall,Report 1068: Two fisherman have daytime sighting above Huntington Lake,37.35861,-118.9975,1995,1068,Class A,61.12,NA,6
Fresno County,California,Winter,Report 865: Two 4-wheelers have night sighting above Huntington Lake,37.23389,-119.2119,1997,865,Class A,NA,NA,6
Fresno County,California,Summer,Report 8868: Campers hear strange late night sounds near Florence Lake,37.2725,-118.9656,1998,8868,Class B,80.1,NA,6
Fresno County,California,Fall,Report 1496: Cousins have late night experience with strange screams near Huntington Lake,37.23667,-119.2386,1999,1496,Class B,NA,NA,6
Fresno County,California,Fall,Report 5418: Hikers find footprints and hair near Huntington Lake,37.23167,-119.235,2001,5418,Class B,NA,NA,6
Fresno County,California,Fall,Report 9296: Hunter has daytime sighting near Huntington Lake,37.23389,-119.2119,2001,9296,Class A,NA,NA,6
Fresno County,California,Summer,Report 12165: Camper hears nightime vocalizations near Florence Lake.,37.2804,-118.9614,2005,12165,Class B,82.84,66.235,6
Fresno County,California,Summer,Report 17458: Hikers describe possible stalking and vocalizations the John Muir Wilderness,37.1303,-118.9386,2006,17458,Class B,75.59,59.47,6
Fresno County,California,Fall,Report 18325: Possible sighting and howls heard by deer hunters in John Muir Wilderness.,37.28675,-118.8741,2006,18325,Class B,50.21,36.675,6
Fresno County,California,Summer,Report 48429: Travelers have a nighttime sighting of two hairy bipeds on Hwy. 180 near Grant Grove,36.77763,-118.9604,2015,48429,Class A,52.52,44.49,6
Ouray County,Colorado,Summer,Report 140: Characteristic vocalization heard by hunter on Hayden Mountain,38.48959,-107.7,1996,140,Class B,78.07,68.16,8
Montrose County,Colorado,Summer,Report 1075: Teens fire at big black thing peeking in window of home,38.49833,-107.8833,1977,1075,Class A,NA,NA,8
Montezuma County,Colorado,Summer,"Report 3086: Large creature leaves 12""+ handprints on camper trailer during rainy night",37.4625,-108.2083,2001,3086,Class A,60.31,42.32,8
Moffat County,Colorado,Summer,Report 1368: witness saw man-like creature covered with dark red hair while hiking in the extreme eastern part of Dinosaur National Monument.,40.45418,-108.5417,1991,1368,Class A,NA,NA,8
Mesa County,Colorado,Fall,Report 20028: Hunter recalls unusual and persistent vocalizations at Carson Lake on the Grand Mesa,38.9969,-108.1098,1987,20028,Class B,49.54,38.56,8
Las Animas County,Colorado,Spring,Report 5608: Young student has early morning sighting.,37.09263,-104.3786,2005,5608,Class A,57.41,43.725,8
Larimer County,Colorado,Summer,Report 513: Future doctor sees giant tracks high in Rawah wilderness,40.79166,-105.9583,1971,513,Class A,NA,NA,8
Lake County,Colorado,Summer,Report 1366: huge human-like handprint found on top of a vandalized sign.,39.26944,-106.3833,1975,1366,Class A,71.34,NA,8
La Plata County,Colorado,Fall,Report 25511: Couple finds large human-shaped footprints while elk hunting near Bear Creek,37.33815,-107.501,2008,25511,Class B,42.82,30.185,8
Jefferson County,Colorado,Summer,Report 7225: Picnicker has daytime sighting outside Buffalo Creek,39.31667,-105.3542,2005,7225,Class A,51.23,40.775,8
Huerfano County,Colorado,Spring,Report 4614: Hikers observe animal in early evening near Blanca Peak,37.5969,-105.4826,1994,4614,Class A,61.09,45.615,8
Gunnison County,Colorado,Summer,"Report 2553: Bowhunter and wife abandon deer when threatened by large, unseen animal",38.90833,-107.575,1964,2553,Class B,NA,NA,8
Fremont County,Colorado,Fall,"Report 3185: Co-workers stunned by giant hairy ""man-thing"" walking down town street",38.4,-105.1167,1987,3185,Class A,71.91,NA,8
Eagle County,Colorado,Spring,"Report 1355: BFRO Investigator, Keith Foster's evaluation of tracks found on the south shore of the Eagle River. App. 1 mile east of the town of Eagle.",39.6632,-106.8085,2000,1355,Class A,51.16,35.95,8
Eagle County,Colorado,Summer,Report 1251: Threatening bellows directed at hikers and their dogs in the Holy Cross Wilderness,39.4627,-106.6035,2000,1251,Class B,62.86,50.255,8
Eagle County,Colorado,Winter,"Report 39520: Motorists see tall, hairy human-like figure wading across the Colorado River east of Glenwood Springs",39.37357,-107.0596,2013,39520,Class A,34.73,20.265,8
El Paso County,Colorado,Summer,Report 17767: Night-time sighting by Marine training near Ft Carson,38.716,-104.875,1986,17767,Class A,77.94,65.46,8
El Paso County,Colorado,Fall,Report 1359: Multi-witness account of an observation of a strange creature on a ridge,38.8993,-104.9743,1997,1359,Class A,43.68,31.87,8
El Paso County,Colorado,Winter,Report 3506: Trucker has nighttime roadside sighting south of Colorado Springs near Ft. Carson,38.6691,-104.8604,1999,3506,Class A,44.58,33.91,8
El Paso County,Colorado,Summer,Report 3710: Daytime sighting by Pike's Peak tourist,38.9006,-104.9917,2001,3710,Class A,81.39,67.345,8
